AccessID,UserID,UserRole,Department,Timestamp,DayOfWeek,HourOfDay,PatientID,ActionType,DataSensitivity,AccessLocation,AccessCountPerDay,IsOffHours,IsWeekend,RoleRiskWeight,AccessRiskScore
A02771,U289,Pharmacist,Pharmacy,17/06/2025 02:10,Tuesday,2,P572,View,High,Remote,39,1,0,3,80
A02772,U185,Nurse,Clinical,17/06/2025 09:23,Tuesday,9,P353,View,Normal,Onsite,8,0,0,3,30
A02773,U003,Doctor,Clinical,23/06/2025 09:33,Monday,9,P787,Edit,Normal,Onsite,8,0,0,2,20
A02774,U238,Nurse,Clinical,20/06/2025 19:06,Friday,19,P826,Edit,Normal,Remote,72,1,0,3,50
A02775,U192,Nurse,Clinical,07/06/2025 14:20,Saturday,14,P277,View,Normal,Remote,54,0,1,3,30
A02776,U074,Doctor,Clinical,14/06/2025 19:56,Saturday,19,P982,View,Normal,Onsite,37,1,1,2,40
A02777,U123,Nurse,Clinical,21/06/2025 21:01,Saturday,21,P294,Edit,Normal,Remote,18,1,1,3,50
A02778,U089,Nurse,Clinical,24/06/2025 00:40,Tuesday,0,P853,View,Normal,Onsite,71,1,0,3,50
A02779,U265,Admin,Admin,18/06/2025 05:27,Wednesday,5,P605,View,Normal,Remote,55,1,0,5,70
A02780,U232,Nurse,Clinical,05/06/2025 03:20,Thursday,3,P503,View,High,Onsite,31,1,0,3,80
A02781,U227,Nurse,Clinical,28/06/2025 20:46,Saturday,20,P373,Edit,Normal,Remote,26,1,1,3,50
A02782,U070,Doctor,Clinical,01/06/2025 09:14,Sunday,9,P859,View,Normal,Onsite,37,0,1,2,20
A02783,U292,Pharmacist,Pharmacy,11/06/2025 04:49,Wednesday,4,P276,View,Normal,Remote,60,1,0,3,50
A02784,U058,Doctor,Clinical,29/06/2025 13:32,Sunday,13,P274,View,Normal,Remote,55,0,1,2,20
A02785,U141,Nurse,Clinical,17/06/2025 10:26,Tuesday,10,P209,Export,Normal,Remote,62,0,0,3,50
A02786,U248,Nurse,Clinical,24/06/2025 00:28,Tuesday,0,P372,View,Normal,Remote,42,1,0,3,50
A02787,U131,Nurse,Clinical,02/06/2025 17:45,Monday,17,P387,View,High,Onsite,12,0,0,3,60
A02788,U045,Doctor,Clinical,17/06/2025 03:43,Tuesday,3,P248,View,Normal,Onsite,60,1,0,2,40
A02789,U017,Doctor,Clinical,07/06/2025 13:08,Saturday,13,P176,View,High,Remote,53,0,1,2,50
A02790,U274,Receptionist,Admin,23/06/2025 03:37,Monday,3,P833,View,Normal,Onsite,42,1,0,4,60
A02791,U185,Nurse,Clinical,24/06/2025 03:41,Tuesday,3,P861,View,Normal,Remote,48,1,0,3,50
A02792,U163,Nurse,Clinical,09/06/2025 01:55,Monday,1,P537,View,Normal,Remote,59,1,0,3,50
A02793,U297,Pharmacist,Pharmacy,12/06/2025 07:52,Thursday,7,P305,View,High,Onsite,5,1,0,3,80
A02794,U127,Nurse,Clinical,05/06/2025 14:48,Thursday,14,P414,Export,Normal,Remote,24,0,0,3,50
A02795,U068,Doctor,Clinical,17/06/2025 18:38,Tuesday,18,P492,Edit,Normal,Onsite,54,0,0,2,20
A02796,U284,Receptionist,Admin,24/06/2025 07:36,Tuesday,7,P140,Edit,Normal,Remote,10,1,0,4,60
A02797,U153,Nurse,Clinical,21/06/2025 02:51,Saturday,2,P747,View,Normal,Remote,50,1,1,3,50
A02798,U189,Nurse,Clinical,21/06/2025 05:11,Saturday,5,P262,View,Normal,Onsite,5,1,1,3,50
A02799,U072,Doctor,Clinical,16/06/2025 03:13,Monday,3,P632,View,Normal,Remote,67,1,0,2,40
A02800,U231,Nurse,Clinical,27/06/2025 06:11,Friday,6,P275,View,High,Onsite,65,1,0,3,80
A02801,U215,Nurse,Clinical,17/06/2025 18:10,Tuesday,18,P819,View,Normal,Onsite,71,0,0,3,30
A02802,U023,Doctor,Clinical,18/06/2025 10:40,Wednesday,10,P604,View,Normal,Onsite,13,0,0,2,20
A02803,U039,Doctor,Clinical,17/06/2025 19:15,Tuesday,19,P745,Edit,Normal,Onsite,39,1,0,2,40
A02804,U049,Doctor,Clinical,27/06/2025 00:52,Friday,0,P888,View,Normal,Onsite,35,1,0,2,40
A02805,U091,Nurse,Clinical,19/06/2025 02:25,Thursday,2,P533,View,Normal,Remote,41,1,0,3,50
A02806,U166,Nurse,Clinical,23/06/2025 22:35,Monday,22,P125,View,Normal,Remote,38,1,0,3,50
A02807,U297,Pharmacist,Pharmacy,28/06/2025 18:16,Saturday,18,P234,Export,Normal,Onsite,70,0,1,3,50
A02808,U217,Nurse,Clinical,15/06/2025 11:30,Sunday,11,P256,View,Normal,Onsite,80,0,1,3,30
A02809,U280,Receptionist,Admin,29/06/2025 06:16,Sunday,6,P562,View,Normal,Remote,16,1,1,4,60
A02810,U080,Doctor,Clinical,20/06/2025 10:02,Friday,10,P670,View,Normal,Onsite,29,0,0,2,20
A02811,U131,Nurse,Clinical,16/06/2025 14:46,Monday,14,P168,View,Normal,Remote,35,0,0,3,30
A02812,U177,Nurse,Clinical,22/06/2025 09:29,Sunday,9,P586,View,High,Onsite,29,0,1,3,60
A02813,U061,Doctor,Clinical,05/06/2025 08:11,Thursday,8,P157,View,Normal,Onsite,14,0,0,2,20
A02814,U010,Doctor,Clinical,26/06/2025 18:36,Thursday,18,P998,View,Normal,Remote,47,0,0,2,20
A02815,U239,Nurse,Clinical,06/06/2025 22:17,Friday,22,P256,View,Normal,Onsite,40,1,0,3,50
A02816,U037,Doctor,Clinical,17/06/2025 17:36,Tuesday,17,P719,View,Normal,Onsite,58,0,0,2,20
A02817,U178,Nurse,Clinical,27/06/2025 01:39,Friday,1,P555,View,Normal,Onsite,39,1,0,3,50
A02818,U244,Nurse,Clinical,24/06/2025 08:13,Tuesday,8,P325,Edit,High,Onsite,70,0,0,3,60
A02819,U101,Nurse,Clinical,11/06/2025 12:02,Wednesday,12,P267,View,Normal,Remote,64,0,0,3,30
A02820,U194,Nurse,Clinical,07/06/2025 16:37,Saturday,16,P247,View,Normal,Onsite,77,0,1,3,30
A02821,U273,Receptionist,Admin,26/06/2025 11:32,Thursday,11,P154,View,Normal,Remote,21,0,0,4,40
A02822,U262,Admin,Admin,10/06/2025 04:58,Tuesday,4,P156,View,Normal,Onsite,49,1,0,5,70
A02823,U252,Nurse,Clinical,30/06/2025 07:01,Monday,7,P166,Export,Normal,Remote,36,1,0,3,70
A02824,U058,Doctor,Clinical,06/06/2025 06:01,Friday,6,P347,View,Normal,Onsite,45,1,0,2,40
A02825,U177,Nurse,Clinical,08/06/2025 01:31,Sunday,1,P264,View,Normal,Onsite,16,1,1,3,50
A02826,U199,Nurse,Clinical,30/06/2025 00:47,Monday,0,P112,Edit,Normal,Remote,18,1,0,3,50
A02827,U203,Nurse,Clinical,17/06/2025 21:06,Tuesday,21,P141,View,High,Onsite,34,1,0,3,80
A02828,U083,Doctor,Clinical,19/06/2025 14:35,Thursday,14,P477,Edit,High,Remote,29,0,0,2,50
A02829,U168,Nurse,Clinical,17/06/2025 09:41,Tuesday,9,P497,View,Normal,Remote,50,0,0,3,30
A02830,U070,Doctor,Clinical,21/06/2025 13:01,Saturday,13,P529,View,Normal,Remote,72,0,1,2,20
A02831,U054,Doctor,Clinical,09/06/2025 21:10,Monday,21,P776,View,Normal,Onsite,3,1,0,2,40
A02832,U095,Nurse,Clinical,24/06/2025 12:41,Tuesday,12,P552,View,High,Remote,61,0,0,3,60
A02833,U292,Pharmacist,Pharmacy,15/06/2025 21:41,Sunday,21,P707,View,Normal,Onsite,71,1,1,3,50
A02834,U219,Nurse,Clinical,09/06/2025 19:09,Monday,19,P295,View,Normal,Remote,3,1,0,3,50
A02835,U198,Nurse,Clinical,28/06/2025 23:31,Saturday,23,P520,View,Normal,Onsite,26,1,1,3,50
A02836,U257,Admin,Admin,22/06/2025 18:08,Sunday,18,P101,Edit,Normal,Remote,31,0,1,5,50
A02837,U169,Nurse,Clinical,30/06/2025 05:37,Monday,5,P506,View,Normal,Remote,11,1,0,3,50
A02838,U069,Doctor,Clinical,25/06/2025 21:17,Wednesday,21,P601,Edit,Normal,Remote,36,1,0,2,40
A02839,U111,Nurse,Clinical,05/06/2025 15:40,Thursday,15,P786,View,Normal,Onsite,17,0,0,3,30
A02840,U200,Nurse,Clinical,24/06/2025 21:41,Tuesday,21,P325,Export,Normal,Remote,1,1,0,3,70
A02841,U201,Nurse,Clinical,29/06/2025 16:34,Sunday,16,P277,Edit,Normal,Onsite,52,0,1,3,30
A02842,U126,Nurse,Clinical,06/06/2025 07:54,Friday,7,P311,Edit,Normal,Onsite,69,1,0,3,50
A02843,U030,Doctor,Clinical,23/06/2025 16:02,Monday,16,P787,View,Normal,Remote,63,0,0,2,20
A02844,U069,Doctor,Clinical,28/06/2025 13:01,Saturday,13,P665,View,Normal,Remote,56,0,1,2,20
A02845,U258,Admin,Admin,25/06/2025 13:03,Wednesday,13,P149,View,Normal,Onsite,5,0,0,5,50
A02846,U085,Doctor,Clinical,10/06/2025 15:43,Tuesday,15,P237,View,Normal,Onsite,65,0,0,2,20
A02847,U142,Nurse,Clinical,25/06/2025 02:48,Wednesday,2,P598,View,High,Onsite,14,1,0,3,80
A02848,U254,Admin,Admin,13/06/2025 01:52,Friday,1,P788,View,Normal,Remote,51,1,0,5,70
A02849,U187,Nurse,Clinical,01/06/2025 13:15,Sunday,13,P406,View,High,Onsite,9,0,1,3,60
A02850,U077,Doctor,Clinical,23/06/2025 13:21,Monday,13,P540,View,Normal,Remote,49,0,0,2,20
A02851,U169,Nurse,Clinical,28/06/2025 11:59,Saturday,11,P618,View,Normal,Remote,61,0,1,3,30
A02852,U170,Nurse,Clinical,28/06/2025 19:31,Saturday,19,P951,Edit,Normal,Onsite,76,1,1,3,50
A02853,U242,Nurse,Clinical,20/06/2025 17:29,Friday,17,P818,View,Normal,Remote,15,0,0,3,30
A02854,U002,Doctor,Clinical,01/06/2025 14:08,Sunday,14,P326,View,Normal,Remote,34,0,1,2,20
A02855,U036,Doctor,Clinical,10/06/2025 17:59,Tuesday,17,P292,View,High,Remote,69,0,0,2,50
A02856,U071,Doctor,Clinical,30/06/2025 18:31,Monday,18,P443,View,Normal,Remote,58,0,0,2,20
A02857,U055,Doctor,Clinical,03/06/2025 10:51,Tuesday,10,P336,View,Normal,Remote,23,0,0,2,20
A02858,U155,Nurse,Clinical,24/06/2025 05:52,Tuesday,5,P380,View,Normal,Onsite,62,1,0,3,50
A02859,U129,Nurse,Clinical,02/06/2025 00:27,Monday,0,P312,View,Normal,Onsite,52,1,0,3,50
A02860,U169,Nurse,Clinical,22/06/2025 14:23,Sunday,14,P646,View,High,Remote,13,0,1,3,60
A02861,U135,Nurse,Clinical,04/06/2025 09:16,Wednesday,9,P508,View,Normal,Onsite,75,0,0,3,30
A02862,U079,Doctor,Clinical,30/06/2025 11:37,Monday,11,P611,View,Normal,Onsite,70,0,0,2,20
A02863,U013,Doctor,Clinical,21/06/2025 23:56,Saturday,23,P159,View,High,Remote,30,1,1,2,70
A02864,U170,Nurse,Clinical,22/06/2025 10:01,Sunday,10,P611,View,Normal,Remote,46,0,1,3,30
A02865,U159,Nurse,Clinical,08/06/2025 04:28,Sunday,4,P479,View,Normal,Onsite,64,1,1,3,50
A02866,U023,Doctor,Clinical,28/06/2025 00:03,Saturday,0,P919,View,High,Remote,60,1,1,2,70
A02867,U123,Nurse,Clinical,29/06/2025 06:20,Sunday,6,P509,Edit,Normal,Onsite,19,1,1,3,50
A02868,U045,Doctor,Clinical,02/06/2025 12:20,Monday,12,P646,View,High,Remote,49,0,0,2,50
A02869,U260,Admin,Admin,09/06/2025 11:25,Monday,11,P841,View,Normal,Onsite,19,0,0,5,50
A02870,U047,Doctor,Clinical,15/06/2025 22:55,Sunday,22,P662,View,Normal,Onsite,22,1,1,2,40
A02871,U167,Nurse,Clinical,29/06/2025 00:38,Sunday,0,P757,View,Normal,Onsite,45,1,1,3,50
A02872,U034,Doctor,Clinical,26/06/2025 19:50,Thursday,19,P785,View,High,Remote,73,1,0,2,70
A02873,U058,Doctor,Clinical,02/06/2025 05:32,Monday,5,P369,Edit,Normal,Remote,57,1,0,2,40
A02874,U207,Nurse,Clinical,10/06/2025 21:16,Tuesday,21,P565,View,Normal,Onsite,42,1,0,3,50
A02875,U024,Doctor,Clinical,20/06/2025 21:28,Friday,21,P904,View,High,Onsite,71,1,0,2,70
A02876,U138,Nurse,Clinical,11/06/2025 18:12,Wednesday,18,P917,Edit,Normal,Onsite,47,0,0,3,30
A02877,U196,Nurse,Clinical,16/06/2025 10:01,Monday,10,P720,View,Normal,Onsite,39,0,0,3,30
A02878,U188,Nurse,Clinical,28/06/2025 22:03,Saturday,22,P618,View,High,Remote,37,1,1,3,80
A02879,U208,Nurse,Clinical,10/06/2025 04:37,Tuesday,4,P851,Edit,Normal,Remote,67,1,0,3,50
A02880,U277,Receptionist,Admin,26/06/2025 08:04,Thursday,8,P985,View,Normal,Remote,52,0,0,4,40
A02881,U131,Nurse,Clinical,29/06/2025 22:55,Sunday,22,P912,View,Normal,Remote,57,1,1,3,50
A02882,U134,Nurse,Clinical,18/06/2025 06:18,Wednesday,6,P895,View,Normal,Onsite,72,1,0,3,50
A02883,U262,Admin,Admin,03/06/2025 07:21,Tuesday,7,P651,View,High,Onsite,61,1,0,5,100
A02884,U010,Doctor,Clinical,12/06/2025 12:43,Thursday,12,P999,Edit,Normal,Onsite,10,0,0,2,20
A02885,U034,Doctor,Clinical,07/06/2025 08:33,Saturday,8,P897,View,High,Onsite,26,0,1,2,50
A02886,U094,Nurse,Clinical,04/06/2025 16:19,Wednesday,16,P348,Edit,Normal,Remote,67,0,0,3,30
A02887,U150,Nurse,Clinical,28/06/2025 18:08,Saturday,18,P818,View,Normal,Onsite,69,0,1,3,30
A02888,U179,Nurse,Clinical,09/06/2025 22:37,Monday,22,P604,View,High,Remote,31,1,0,3,80
A02889,U081,Doctor,Clinical,20/06/2025 01:59,Friday,1,P240,View,Normal,Onsite,30,1,0,2,40
A02890,U145,Nurse,Clinical,18/06/2025 07:24,Wednesday,7,P554,View,Normal,Onsite,3,1,0,3,50
A02891,U238,Nurse,Clinical,11/06/2025 22:13,Wednesday,22,P839,View,Normal,Remote,74,1,0,3,50
A02892,U057,Doctor,Clinical,27/06/2025 03:00,Friday,3,P164,View,Normal,Remote,21,1,0,2,40
A02893,U230,Nurse,Clinical,14/06/2025 17:33,Saturday,17,P555,Edit,Normal,Onsite,12,0,1,3,30
A02894,U045,Doctor,Clinical,14/06/2025 17:42,Saturday,17,P275,Edit,Normal,Remote,39,0,1,2,20
A02895,U154,Nurse,Clinical,12/06/2025 16:57,Thursday,16,P249,View,Normal,Remote,47,0,0,3,30
A02896,U202,Nurse,Clinical,02/06/2025 06:39,Monday,6,P287,View,Normal,Remote,79,1,0,3,50
A02897,U230,Nurse,Clinical,12/06/2025 01:48,Thursday,1,P656,View,Normal,Remote,39,1,0,3,50
A02898,U226,Nurse,Clinical,03/06/2025 08:58,Tuesday,8,P167,View,Normal,Onsite,77,0,0,3,30
A02899,U003,Doctor,Clinical,24/06/2025 09:21,Tuesday,9,P648,View,Normal,Remote,58,0,0,2,20
A02900,U099,Nurse,Clinical,15/06/2025 23:58,Sunday,23,P911,Edit,Normal,Onsite,27,1,1,3,50
A02901,U004,Doctor,Clinical,03/06/2025 13:50,Tuesday,13,P520,Edit,High,Remote,24,0,0,2,50
A02902,U065,Doctor,Clinical,11/06/2025 12:36,Wednesday,12,P912,View,Normal,Onsite,49,0,0,2,20
A02903,U254,Admin,Admin,23/06/2025 22:33,Monday,22,P766,View,Normal,Onsite,62,1,0,5,70
A02904,U075,Doctor,Clinical,26/06/2025 10:29,Thursday,10,P244,Edit,High,Remote,27,0,0,2,50
A02905,U238,Nurse,Clinical,16/06/2025 05:02,Monday,5,P159,View,Normal,Onsite,40,1,0,3,50
A02906,U231,Nurse,Clinical,25/06/2025 11:48,Wednesday,11,P787,View,Normal,Onsite,65,0,0,3,30
A02907,U119,Nurse,Clinical,02/06/2025 21:13,Monday,21,P684,View,Normal,Remote,51,1,0,3,50
A02908,U232,Nurse,Clinical,17/06/2025 03:15,Tuesday,3,P694,View,Normal,Onsite,12,1,0,3,50
A02909,U243,Nurse,Clinical,14/06/2025 11:03,Saturday,11,P526,View,Normal,Remote,45,0,1,3,30
A02910,U168,Nurse,Clinical,06/06/2025 18:12,Friday,18,P414,View,Normal,Onsite,35,0,0,3,30
A02911,U292,Pharmacist,Pharmacy,02/06/2025 10:38,Monday,10,P600,View,Normal,Remote,61,0,0,3,30
A02912,U268,Receptionist,Admin,05/06/2025 00:15,Thursday,0,P974,Edit,High,Onsite,25,1,0,4,90
A02913,U083,Doctor,Clinical,12/06/2025 06:32,Thursday,6,P297,View,Normal,Onsite,54,1,0,2,40
A02914,U008,Doctor,Clinical,29/06/2025 01:31,Sunday,1,P980,Edit,High,Onsite,30,1,1,2,70
A02915,U137,Nurse,Clinical,18/06/2025 00:59,Wednesday,0,P738,View,High,Remote,63,1,0,3,80
A02916,U077,Doctor,Clinical,26/06/2025 06:25,Thursday,6,P174,View,Normal,Onsite,27,1,0,2,40
A02917,U156,Nurse,Clinical,11/06/2025 03:24,Wednesday,3,P206,View,Normal,Remote,61,1,0,3,50
A02918,U228,Nurse,Clinical,07/06/2025 04:41,Saturday,4,P655,View,Normal,Onsite,60,1,1,3,50
A02919,U259,Admin,Admin,19/06/2025 13:47,Thursday,13,P475,View,Normal,Remote,26,0,0,5,50
A02920,U199,Nurse,Clinical,07/06/2025 02:38,Saturday,2,P910,View,Normal,Remote,21,1,1,3,50
A02921,U135,Nurse,Clinical,12/06/2025 10:59,Thursday,10,P713,View,Normal,Onsite,70,0,0,3,30
A02922,U158,Nurse,Clinical,02/06/2025 00:21,Monday,0,P474,View,Normal,Onsite,62,1,0,3,50
A02923,U065,Doctor,Clinical,30/06/2025 12:16,Monday,12,P747,Edit,Normal,Onsite,19,0,0,2,20
A02924,U088,Nurse,Clinical,14/06/2025 10:28,Saturday,10,P333,Edit,Normal,Remote,49,0,1,3,30
A02925,U146,Nurse,Clinical,13/06/2025 08:38,Friday,8,P138,Edit,Normal,Onsite,34,0,0,3,30
A02926,U221,Nurse,Clinical,19/06/2025 11:46,Thursday,11,P636,View,Normal,Onsite,71,0,0,3,30
A02927,U290,Pharmacist,Pharmacy,01/06/2025 01:25,Sunday,1,P455,View,High,Remote,5,1,1,3,80
A02928,U223,Nurse,Clinical,04/06/2025 12:41,Wednesday,12,P571,View,Normal,Onsite,25,0,0,3,30
A02929,U091,Nurse,Clinical,08/06/2025 23:50,Sunday,23,P298,View,High,Onsite,14,1,1,3,80
A02930,U256,Admin,Admin,11/06/2025 13:26,Wednesday,13,P334,View,Normal,Remote,6,0,0,5,50
A02931,U164,Nurse,Clinical,24/06/2025 15:41,Tuesday,15,P832,Edit,Normal,Remote,34,0,0,3,30
A02932,U274,Receptionist,Admin,10/06/2025 23:39,Tuesday,23,P474,View,Normal,Remote,36,1,0,4,60
A02933,U082,Doctor,Clinical,02/06/2025 09:08,Monday,9,P201,View,Normal,Remote,39,0,0,2,20
A02934,U091,Nurse,Clinical,04/06/2025 21:34,Wednesday,21,P364,View,Normal,Onsite,48,1,0,3,50
A02935,U095,Nurse,Clinical,28/06/2025 05:10,Saturday,5,P367,View,Normal,Remote,19,1,1,3,50
A02936,U222,Nurse,Clinical,28/06/2025 06:20,Saturday,6,P582,Edit,Normal,Remote,25,1,1,3,50
A02937,U023,Doctor,Clinical,09/06/2025 04:24,Monday,4,P118,View,Normal,Onsite,9,1,0,2,40
A02938,U139,Nurse,Clinical,26/06/2025 22:56,Thursday,22,P885,View,High,Onsite,77,1,0,3,80
A02939,U255,Admin,Admin,25/06/2025 10:08,Wednesday,10,P540,View,Normal,Remote,79,0,0,5,50
A02940,U140,Nurse,Clinical,30/06/2025 03:09,Monday,3,P535,Edit,High,Remote,34,1,0,3,80
A02941,U162,Nurse,Clinical,13/06/2025 04:04,Friday,4,P854,View,Normal,Onsite,60,1,0,3,50
A02942,U285,Receptionist,Admin,01/06/2025 00:21,Sunday,0,P235,View,Normal,Onsite,2,1,1,4,60
A02943,U076,Doctor,Clinical,09/06/2025 20:54,Monday,20,P865,View,High,Onsite,80,1,0,2,70
A02944,U088,Nurse,Clinical,24/06/2025 00:30,Tuesday,0,P112,View,Normal,Remote,9,1,0,3,50
A02945,U264,Admin,Admin,12/06/2025 07:24,Thursday,7,P333,View,Normal,Remote,74,1,0,5,70
A02946,U291,Pharmacist,Pharmacy,23/06/2025 18:56,Monday,18,P637,Edit,Normal,Onsite,34,0,0,3,30
A02947,U098,Nurse,Clinical,05/06/2025 13:39,Thursday,13,P139,View,Normal,Remote,4,0,0,3,30
A02948,U227,Nurse,Clinical,20/06/2025 14:34,Friday,14,P157,View,Normal,Remote,68,0,0,3,30
A02949,U219,Nurse,Clinical,03/06/2025 23:50,Tuesday,23,P534,View,Normal,Onsite,50,1,0,3,50
A02950,U199,Nurse,Clinical,24/06/2025 13:52,Tuesday,13,P107,View,High,Onsite,51,0,0,3,60
A02951,U049,Doctor,Clinical,07/06/2025 16:31,Saturday,16,P457,View,High,Onsite,13,0,1,2,50
A02952,U097,Nurse,Clinical,12/06/2025 12:59,Thursday,12,P510,View,Normal,Remote,72,0,0,3,30
A02953,U220,Nurse,Clinical,27/06/2025 10:26,Friday,10,P308,View,Normal,Remote,45,0,0,3,30
A02954,U028,Doctor,Clinical,30/06/2025 14:10,Monday,14,P773,View,Normal,Remote,8,0,0,2,20
A02955,U199,Nurse,Clinical,14/06/2025 23:52,Saturday,23,P896,Edit,High,Onsite,18,1,1,3,80
A02956,U165,Nurse,Clinical,14/06/2025 12:56,Saturday,12,P343,View,Normal,Onsite,46,0,1,3,30
A02957,U070,Doctor,Clinical,02/06/2025 19:40,Monday,19,P277,View,Normal,Remote,48,1,0,2,40
A02958,U299,Pharmacist,Pharmacy,25/06/2025 03:29,Wednesday,3,P794,View,Normal,Onsite,46,1,0,3,50
A02959,U160,Nurse,Clinical,29/06/2025 05:16,Sunday,5,P783,Edit,Normal,Remote,32,1,1,3,50
A02960,U227,Nurse,Clinical,28/06/2025 09:07,Saturday,9,P723,View,Normal,Onsite,73,0,1,3,30
A02961,U045,Doctor,Clinical,08/06/2025 20:31,Sunday,20,P929,View,Normal,Onsite,16,1,1,2,40
A02962,U015,Doctor,Clinical,22/06/2025 19:45,Sunday,19,P950,View,Normal,Remote,62,1,1,2,40
A02963,U030,Doctor,Clinical,16/06/2025 01:21,Monday,1,P780,View,Normal,Onsite,35,1,0,2,40
A02964,U044,Doctor,Clinical,24/06/2025 08:43,Tuesday,8,P973,View,Normal,Remote,53,0,0,2,20
A02965,U101,Nurse,Clinical,11/06/2025 00:04,Wednesday,0,P619,Edit,Normal,Remote,49,1,0,3,50
A02966,U019,Doctor,Clinical,19/06/2025 03:01,Thursday,3,P786,Edit,Normal,Remote,20,1,0,2,40
A02967,U283,Receptionist,Admin,10/06/2025 00:32,Tuesday,0,P778,View,Normal,Onsite,79,1,0,4,60
A02968,U079,Doctor,Clinical,25/06/2025 08:42,Wednesday,8,P902,View,Normal,Onsite,55,0,0,2,20
A02969,U293,Pharmacist,Pharmacy,02/06/2025 02:09,Monday,2,P898,View,Normal,Remote,75,1,0,3,50
A02970,U288,Receptionist,Admin,28/06/2025 07:16,Saturday,7,P992,View,Normal,Onsite,74,1,1,4,60
A02971,U137,Nurse,Clinical,26/06/2025 13:18,Thursday,13,P769,View,Normal,Onsite,17,0,0,3,30
A02972,U106,Nurse,Clinical,17/06/2025 23:00,Tuesday,23,P745,View,High,Onsite,76,1,0,3,80
A02973,U129,Nurse,Clinical,12/06/2025 01:42,Thursday,1,P217,View,Normal,Remote,37,1,0,3,50
A02974,U172,Nurse,Clinical,26/06/2025 10:43,Thursday,10,P502,View,Normal,Remote,9,0,0,3,30
A02975,U290,Pharmacist,Pharmacy,08/06/2025 04:59,Sunday,4,P548,View,Normal,Onsite,33,1,1,3,50
A02976,U067,Doctor,Clinical,30/06/2025 03:00,Monday,3,P931,Edit,High,Onsite,28,1,0,2,70
A02977,U191,Nurse,Clinical,16/06/2025 07:55,Monday,7,P521,View,Normal,Onsite,77,1,0,3,50
A02978,U199,Nurse,Clinical,27/06/2025 19:01,Friday,19,P453,View,Normal,Remote,9,1,0,3,50
A02979,U035,Doctor,Clinical,17/06/2025 01:53,Tuesday,1,P792,View,High,Onsite,48,1,0,2,70
A02980,U085,Doctor,Clinical,22/06/2025 07:01,Sunday,7,P741,View,Normal,Onsite,11,1,1,2,40
A02981,U245,Nurse,Clinical,26/06/2025 01:05,Thursday,1,P605,View,Normal,Onsite,37,1,0,3,50
A02982,U259,Admin,Admin,08/06/2025 22:24,Sunday,22,P229,View,Normal,Remote,59,1,1,5,70
A02983,U176,Nurse,Clinical,14/06/2025 07:48,Saturday,7,P871,Edit,Normal,Remote,13,1,1,3,50
A02984,U285,Receptionist,Admin,27/06/2025 22:27,Friday,22,P446,Edit,Normal,Remote,5,1,0,4,60
A02985,U275,Receptionist,Admin,05/06/2025 12:29,Thursday,12,P242,Edit,Normal,Remote,69,0,0,4,40
A02986,U005,Doctor,Clinical,19/06/2025 15:52,Thursday,15,P665,Export,High,Remote,37,0,0,2,70
A02987,U297,Pharmacist,Pharmacy,30/06/2025 06:36,Monday,6,P619,Edit,Normal,Remote,28,1,0,3,50
A02988,U211,Nurse,Clinical,14/06/2025 12:05,Saturday,12,P318,View,Normal,Onsite,9,0,1,3,30
A02989,U193,Nurse,Clinical,03/06/2025 18:21,Tuesday,18,P550,View,Normal,Remote,71,0,0,3,30
A02990,U220,Nurse,Clinical,06/06/2025 20:01,Friday,20,P471,View,Normal,Onsite,8,1,0,3,50
A02991,U229,Nurse,Clinical,21/06/2025 19:50,Saturday,19,P866,View,Normal,Onsite,79,1,1,3,50
A02992,U290,Pharmacist,Pharmacy,08/06/2025 21:22,Sunday,21,P957,View,Normal,Onsite,44,1,1,3,50
A02993,U276,Receptionist,Admin,10/06/2025 22:11,Tuesday,22,P358,Edit,Normal,Onsite,68,1,0,4,60
A02994,U299,Pharmacist,Pharmacy,25/06/2025 20:33,Wednesday,20,P503,View,Normal,Onsite,31,1,0,3,50
A02995,U298,Pharmacist,Pharmacy,13/06/2025 21:42,Friday,21,P758,Edit,Normal,Onsite,65,1,0,3,50
A02996,U114,Nurse,Clinical,28/06/2025 03:37,Saturday,3,P364,View,Normal,Remote,6,1,1,3,50
A02997,U063,Doctor,Clinical,08/06/2025 09:23,Sunday,9,P329,Edit,Normal,Onsite,60,0,1,2,20
A02998,U130,Nurse,Clinical,27/06/2025 07:14,Friday,7,P675,Edit,Normal,Onsite,28,1,0,3,50
A02999,U007,Doctor,Clinical,27/06/2025 21:06,Friday,21,P835,View,Normal,Onsite,52,1,0,2,40
A03000,U211,Nurse,Clinical,14/06/2025 17:24,Saturday,17,P831,View,Normal,Remote,57,0,1,3,30
A03001,U161,Nurse,Clinical,21/06/2025 22:47,Saturday,22,P401,View,Normal,Remote,60,1,1,3,50
A03002,U123,Nurse,Clinical,08/06/2025 22:50,Sunday,22,P639,View,Normal,Remote,40,1,1,3,50
A03003,U126,Nurse,Clinical,22/06/2025 07:18,Sunday,7,P170,View,High,Onsite,1,1,1,3,80
A03004,U255,Admin,Admin,09/06/2025 21:38,Monday,21,P664,View,Normal,Remote,7,1,0,5,70
A03005,U129,Nurse,Clinical,30/06/2025 03:09,Monday,3,P549,View,Normal,Remote,69,1,0,3,50
A03006,U286,Receptionist,Admin,01/06/2025 13:36,Sunday,13,P861,View,Normal,Onsite,20,0,1,4,40
